id,capitulo,titulo_capitulo,nro_articulo,texto
759,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 5º que elegirá 4 Convencionales Constituyentes;
760,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 6º que elegirá 4 Convencionales Constituyentes;
761,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 7º que elegirá 4 Convencionales Constituyentes;
762,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 8º que elegirá 4 Convencionales Constituyentes;
763,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 9º que elegirá 4 Convencionales Constituyentes;
764,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 10º que elegirá 4 Convencionales Constituyentes;
765,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 11º que elegirá 3 Convencionales Constituyentes;
766,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 12º que elegirá 4 Convencionales Constituyentes;
767,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 13º que elegirá 3 Convencionales Constituyentes;
768,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 14º que elegirá 3 Convencionales Constituyentes;
769,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 15º que elegirá 3 Convencionales Constituyentes;
770,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 16º que elegirá 2 Convencionales Constituyentes;
771,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 17º que elegirá 4 Convencionales Constituyentes;
772,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 18º que elegirá 2 Convencionales Constituyentes;
773,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 19º que elegirá 3 Convencionales Constituyentes;
774,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 20º que elegirá 4 Convencionales Constituyentes;
775,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 21º que elegirá 3 Convencionales Constituyentes;
776,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 22º que elegirá 2 Convencionales Constituyentes;
777,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 23º que elegirá 4 Convencionales Constituyentes;
778,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 24º que elegirá 3 Convencionales Constituyentes;
779,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 25º que elegirá 2 Convencionales Constituyentes;
780,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 26º que elegirá 3 Convencionales Constituyentes;
781,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 27º que elegirá 2 Convencionales Constituyentes; y
782,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 28º que elegirá 2 Convencionales Constituyentes.
783,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 141,De la integración de la Convención Constitucional.
784,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 141,"La Convención Constitucional estará integrada por 155 ciudadanos electos especialmente para estos efectos. Para ello, se considerarán los distritos electorales establecidos en los artículos 187 y 188, y el sistema electoral descrito en el artículo 121, todos del decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en lo que se refiere a la elección de diputados, a su texto vigente al 25 de junio del 2020."
785,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 141,Los integrantes de la Convención Constitucional no podrán ser candidatos a cargos de elección popular mientras ejercen sus funciones y hasta un año después de que cesen en sus cargos en la Convención.
786,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,Del Plebiscito Constitucional.
787,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"Comunicada al Presidente de la República la propuesta de texto constitucional aprobada por la Convención, éste deberá convocar dentro de los tres días siguientes a dicha comunicación, mediante decreto supremo exento, a un plebiscito nacional constitucional para que el electorado apruebe o rechace la propuesta."
788,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,El sufragio en este plebiscito será obligatorio para quienes tengan domicilio electoral en Chile.
789,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"El elector que no sufragare será penado con una multa a beneficio municipal de 0,5 a 3 unidades tributarias mensuales."
790,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"No incurrirá en esta sanción el elector que haya dejado de cumplir su obligación por enfermedad, ausencia del país, encontrarse el día del plebiscito en un lugar situado a más de doscientos kilómetros de aquél en que se encontrare registrado su domicilio electoral o por otro impedimento grave, debidamente comprobado ante el juez competente, quien apreciará la prueba de acuerdo a las reglas de la sana crítica."
791,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"Las personas que durante la realización del plebiscito nacional constitucional desempeñen funciones que encomienda el decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, se eximirán de la sanción establecida en el presente artículo remitiendo al juez competente un certificado que acredite esta circunstancia."
792,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"El conocimiento de la infracción señalada corresponderá al juez de policía local de la comuna donde se cometieron tales infracciones, de acuerdo con el procedimiento establecido en la ley Nº 18.287. El director del Servicio Electoral deberá interponer las respectivas denuncias dentro del plazo de un año desde la celebración del plebiscito."
793,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"En el plebiscito señalado, el electorado dispondrá de una cédula electoral que contendrá la siguiente pregunta, según corresponda a la Convención que haya propuesto el texto: ""¿Aprueba usted el texto de Nueva Constitución propuesto por la Convención Mixta Constitucional?"" o ""¿Aprueba usted el texto de Nueva Constitución propuesto por la Convención Constitucional?"". Bajo la cuestión planteada habrá dos rayas horizontales, una al lado de la otra. La primera de ellas, tendrá en su parte inferior la expresión ""Apruebo"" y la segunda, la palabra ""Rechazo"", a fin de que el elector pueda marcar su preferencia sobre una de las alternativas."
794,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"Este plebiscito deberá celebrarse sesenta días después de la publicación en el Diario Oficial del decreto supremo a que hace referencia el inciso primero, si ese día fuese domingo, o el domingo inmediatamente siguiente. Con todo, si en conformidad a las reglas anteriores la fecha  del plebiscito se encuentra en el lapso entre sesenta días antes o después de una votación popular de aquellas a que hacen referencia los artículos 26, 47 y 49 de la Constitución, el día del plebiscito se retrasará hasta el domingo posterior inmediatamente siguiente. Si, como resultado de la aplicación de la regla precedente, el plebiscito cayere en el mes de enero o febrero, el plebiscito se celebrará el primer domingo del mes de marzo."
795,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,El proceso de calificación del plebiscito nacional deberá quedar concluido dentro de los treinta días siguientes a la fecha de éste. La sentencia de proclamación del plebiscito será comunicada dentro de los tres días siguientes de su dictación al Presidente de la República y al Congreso Nacional.
796,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"Si la cuestión planteada al electorado en el plebiscito nacional constitucional fuere aprobada, el Presidente de la República deberá, dentro de los cinco días siguientes a la comunicación de la sentencia referida en el inciso anterior, convocar al Congreso Pleno para que, en un acto público y solemne, se promulgue y se jure o prometa respetar y acatar la Nueva Constitución Política de la República. Dicho texto será publicado en el Diario Oficial dentro de los diez días siguientes a su promulgación y entrará en vigencia en dicha fecha. A partir de esta fecha, quedará derogada la presente Constitución Política de la República, cuyo texto refundido, coordinado y sistematizado se encuentra establecido en el decreto supremo Nº 100, de 17 de septiembre de 2005."
797,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"La Constitución deberá imprimirse y repartirse gratuitamente a todos los establecimientos educacionales, públicos o privados; bibliotecas municipales, universidades y órganos del Estado. Los jueces y magistrados de los tribunales superiores de justicia deberán recibir un ejemplar de la Constitución."
798,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 142,"Si la cuestión planteada al electorado en el plebiscito ratificatorio fuere rechazada, continuará vigente la presente Constitución."
799,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 143,Remisión.
800,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 143,Al plebiscito constitucional le será aplicable lo dispuesto en los incisos cuarto a sexto del artículo 130.
801,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 143,"Sólo para efecto de ejecutar las acciones en materia de padrones y propaganda electoral establecidas en las leyes que el inciso anterior hace aplicables al plebiscito constitucional, el Servicio Electoral deberá considerar como fecha de celebración del plebiscito el día 4 de septiembre de 2022. Sólo para efectos de lo dispuesto en este inciso, el plazo de ciento cuarenta días establecido en los artículos 29, 31 bis y 32 de la ley N° 18.556, orgánica constitucional sobre Sistema de Inscripciones Electorales y Servicio Electoral, cuyo texto refundido, coordinado y sistematizado fue fijado por el decreto con fuerza de ley Nº 5, del año 2017, del Ministerio Secretaría General de la Presidencia, será de ciento veinticinco días."
802,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,PRIMERA,"Mientras se dictan las disposiciones que den cumplimiento a lo prescrito en el inciso tercero del número 1º del artículo 19 de esta Constitución, continuarán rigiendo los preceptos legales actualmente en vigor."
803,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,SEGUNDA,"Mientras se dicta el nuevo Código de Minería, que deberá regular, entre otras materias, la forma, condiciones y efectos de las concesiones mineras a que se refieren los incisos séptimo al décimo del número 24º del artículo 19 de esta Constitución Política, los titulares de derechos mineros seguirán regidos por la legislación que estuviere en vigor al momento en que entre en vigencia esta Constitución, en calidad de concesionarios."
804,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,TERCERA,"La gran minería del cobre y las empresas consideradas como tal, nacionalizadas en virtud de lo prescrito en la disposición 17a. transitoria de la Constitución Política de 1925, continuarán rigiéndose por las normas constitucionales vigentes a la fecha de promulgación de esta Constitución."
805,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,CUARTA,"Se entenderá que las leyes actualmente en vigor sobre materias que conforme a esta Constitución deben ser objeto de leyes orgánicas constitucionales o aprobadas con quórum calificado, cumplen estos requisitos y seguirán aplicándose en lo que no sean contrarias a la Constitución, mientras no se dicten los correspondientes cuerpos legales."
806,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,QUINTA,"No obstante lo dispuesto en el número 6º del artículo 32, mantendrán su vigencia los preceptos legales que a la fecha de promulgación de esta Constitución hubieren reglado materias no comprendidas en el artículo 63, mientras ellas no sean expresamente derogadas por ley."
807,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,SEXTA,"Sin perjuicio de lo dispuesto en el inciso tercero del número 20º del artículo 19, mantendrán su vigencia las disposiciones legales que hayan establecido tributos de afectación a un destino determinado, mientras no sean expresamente derogadas."
808,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,SEPTIMA,"El indulto particular será siempre procedente respecto de los delitos a que se refiere el artículo 9º cometidos antes del 11 de marzo de 1990. Una copia del Decreto respectivo se remitirá, en carácter reservado, al Senado."
809,DISPOSICIONES TRANSITORIAS,DISPOSICIONES TRANSITORIAS,OCTAVA,"Las normas del capítulo VII ""Ministerio Público"", regirán al momento de entrar en vigencia la ley orgánica constitucional del Ministerio Público. Esta ley podrá establecer fechas diferentes para la entrada en vigor de sus disposiciones, como también determinar su aplicación gradual en las diversas materias y regiones del país."
